source,target,weight,ref_type
specs/session-start-injection.md,HEURISTICS.md,1,env_path
specs/session-start-injection.md,HEURISTICS.md,1,wikilink
specs/session-sync-user-story.md,specs/dashboard-skill.md,1,wikilink
specs/session-sync-user-story.md,specs/tasks-skill.md,1,wikilink
specs/skills.md,specs/feature-dev-skill.md,1,wikilink
specs/skills.md,specs/framework-skill.md,1,wikilink
specs/skills.md,specs/learning-log-skill.md,1,wikilink
specs/skills.md,specs/python-dev-skill.md,1,wikilink
specs/skills.md,specs/remember-skill.md,1,wikilink
specs/skills.md,specs/supervisor-skill.md,1,wikilink
specs/skills.md,specs/tasks-skill.md,1,wikilink
specs/specs.md,skills/framework/workflows/06-develop-specification.md,1,wikilink
specs/specs.md,specs/audit-skill.md,1,wikilink
specs/state-aware-task-selection.md,specs/task-selector-skill.md,1,wikilink
specs/task-list-overwhelm.md,scripts/regenerate_task_index.py,1,env_path
specs/tasks-skill.md,specs/supervisor-skill.md,1,wikilink
specs/testing-framework-overview.md,tests/README.md,1,env_path
specs/transcript-skill.md,lib/session_reader.py,1,python_import_from
specs/transcript-skill.md,skills/transcript/SKILL.md,1,wikilink
specs/ultra-vires-custodiet.md,AXIOMS.md,3,wikilink
specs/ultra-vires-custodiet.md,RULES.md,2,wikilink
specs/ultra-vires-custodiet.md,specs/gate-agent-architecture.md,1,wikilink
specs/ultra-vires-custodiet.md,specs/prompt-hydration.md,1,wikilink
specs/unified-session-summary.md,specs/dashboard-skill.md,1,wikilink
tests/README.md,AXIOMS.md,1,wikilink
tests/README.md,CORE.md,2,wikilink
tests/README.md,tests/README.md,4,wikilink
tests/README.md,tests/paths.py,1,wikilink
tests/README.md,tests/paths.py,1,python_import_from
tests/data/sample_transcript_new_format.md,ROADMAP.md,1,wikilink
tests/data/sample_transcript_new_format.md,VISION.md,1,wikilink
tests/data/sample_transcript_new_format.md,specs/execution-flow-spec.md,1,wikilink
tests/data/sample_transcript_new_format.md,specs/prompt-hydration.md,1,wikilink
tests/demo/README.md,HEURISTICS.md,2,wikilink
tests/demo/conftest.py,tests/integration/conftest.py,1,python_import_from
tests/hooks/test_hydration_gate.py,lib/session_state.py,1,python_import_from
tests/integration/README_SKILL_TESTS.md,setup.sh,1,env_path
tests/integration/conftest.py,lib/paths.py,1,python_import_from
tests/integration/test_criteria_gate_e2e.py,tests/integration/conftest.py,1,python_import_from
tests/integration/test_deny_rules.py,config/claude/settings.json,1,env_path
tests/integration/test_hydrator.py,lib/paths.py,1,python_import_from
tests/integration/test_hydrator.py,tests/integration/conftest.py,1,python_import_from
tests/integration/test_session_start_content.py,README.md,1,at_inclusion
tests/integration/test_subagent_skill_invocation.py,tests/paths.py,1,python_import_from
tests/integration/test_task_ops_integration.py,skills/tasks/task_ops.py,1,python_import_from
tests/integration/test_task_viz.py,tests/integration/conftest.py,1,python_import_from
tests/lib/test_session_discovery.py,lib/session_reader.py,1,python_import_from
tests/lib/test_transcript_quality.py,lib/session_reader.py,1,python_import_from
tests/paths.py,lib/paths.py,1,python_import_from
tests/run_integration_tests.py,tests/test_task_server_integration.py,1,python_import_from
tests/test_core_md_exists.py,lib/paths.py,1,python_import_from
tests/test_custodiet_detection.py,hooks/custodiet_gate.py,1,python_import_from
tests/test_dashboard_session_context.py,lib/session_analyzer.py,1,python_import_from
tests/test_dashboard_session_context.py,lib/session_reader.py,1,python_import_from
tests/test_dashboard_task_loader.py,skills/tasks/task_loader.py,1,python_import_from
tests/test_framework_installation.py,.mcp.json,1,path_literal
tests/test_framework_installation.py,config/claude/mcp.json,2,env_path
tests/test_framework_installation.py,lib/paths.py,1,python_import_from
tests/test_hook_logger_serialization.py,hooks/hook_logger.py,1,python_import_from
tests/test_paths.py,tests/paths.py,1,python_import_from
tests/test_session_analyzer_dashboard.py,lib/session_analyzer.py,1,python_import_from
tests/test_skill_compliance_audit.py,scripts/audit_skill_compliance.py,1,python_import_from
tests/test_task_ops.py,skills/tasks/models.py,1,python_import_from
